ANIO;MES;IGAE;IGAE_menos_1;IGAE_menos_2;IGAE_menos_3;IGAE_menos_4;IGAE_menos_5;IGAE_menos_6;IGAE_menos_7;IGAE_menos_8;IGAE_menos_9;IGAE_menos_10;IGAE_menos_11;IGAE_menos_12;IGAE_mas_1;IGAE_mas_2;IGAE_mas_3;IGAE_mas_4;IGAE_mas_5;IGAE_mas_6;IGAE_mas_7;IGAE_mas_8;IGAE_mas_9;IGAE_mas_10;IGAE_mas_11;IGAE_mas_12;IGAE_mas_12
1993;11;77.09651174;76.79798033;76.72043704;76.81331051;76.85107607;76.78762407;76.71805144;76.611321;76.47699888;76.28848217;75.98819777;0;0;77.59506316;78.19451353;78.87633858;79.63687131;80.37568609;80.90263009;81.05110617;80.97529948;81.05126948;81.3272924;81.52854235;81.45694511;
1993;12;77.59506316;77.09651174;76.79798033;76.72043704;76.81331051;76.85107607;76.78762407;76.71805144;76.611321;76.47699888;76.28848217;75.98819777;0;78.19451353;78.87633858;79.63687131;80.37568609;80.90263009;81.05110617;80.97529948;81.05126948;81.3272924;81.52854235;81.45694511;81.00513314;
1994;1;78.19451353;77.59506316;77.09651174;76.79798033;76.72043704;76.81331051;76.85107607;76.78762407;76.71805144;76.611321;76.47699888;76.28848217;75.98819777;78.87633858;79.63687131;80.37568609;80.90263009;81.05110617;80.97529948;81.05126948;81.3272924;81.52854235;81.45694511;81.00513314;80.33164766;
1994;2;78.87633858;78.19451353;77.59506316;77.09651174;76.79798033;76.72043704;76.81331051;76.85107607;76.78762407;76.71805144;76.611321;76.47699888;76.28848217;79.63687131;80.37568609;80.90263009;81.05110617;80.97529948;81.05126948;81.3272924;81.52854235;81.45694511;81.00513314;80.33164766;76.12527601;
1994;3;79.63687131;78.87633858;78.19451353;77.59506316;77.09651174;76.79798033;76.72043704;76.81331051;76.85107607;76.78762407;76.71805144;76.611321;76.47699888;80.37568609;80.90263009;81.05110617;80.97529948;81.05126948;81.3272924;81.52854235;81.45694511;81.00513314;80.33164766;76.12527601;75.43674035;
1994;4;80.37568609;79.63687131;78.87633858;78.19451353;77.59506316;77.09651174;76.79798033;76.72043704;76.81331051;76.85107607;76.78762407;76.71805144;76.611321;80.90263009;81.05110617;80.97529948;81.05126948;81.3272924;81.52854235;81.45694511;81.00513314;80.33164766;76.12527601;75.43674035;74.72704654;
1994;5;80.90263009;80.37568609;79.63687131;78.87633858;78.19451353;77.59506316;77.09651174;76.79798033;76.72043704;76.81331051;76.85107607;76.78762407;76.71805144;81.05110617;80.97529948;81.05126948;81.3272924;81.52854235;81.45694511;81.00513314;80.33164766;76.12527601;75.43674035;74.72704654;74.17082351;
1994;6;81.05110617;80.90263009;80.37568609;79.63687131;78.87633858;78.19451353;77.59506316;77.09651174;76.79798033;76.72043704;76.81331051;76.85107607;76.78762407;80.97529948;81.05126948;81.3272924;81.52854235;81.45694511;81.00513314;80.33164766;76.12527601;75.43674035;74.72704654;74.17082351;74.02024108;
1994;7;80.97529948;81.05110617;80.90263009;80.37568609;79.63687131;78.87633858;78.19451353;77.59506316;77.09651174;76.79798033;76.72043704;76.81331051;76.85107607;81.05126948;81.3272924;81.52854235;81.45694511;81.00513314;80.33164766;76.12527601;75.43674035;74.72704654;74.17082351;74.02024108;74.27735328;
1994;8;81.05126948;80.97529948;81.05110617;80.90263009;80.37568609;79.63687131;78.87633858;78.19451353;77.59506316;77.09651174;76.79798033;76.72043704;76.81331051;81.3272924;81.52854235;81.45694511;81.00513314;80.33164766;76.12527601;75.43674035;74.72704654;74.17082351;74.02024108;74.27735328;74.68011763;
1994;9;81.3272924;81.05126948;80.97529948;81.05110617;80.90263009;80.37568609;79.63687131;78.87633858;78.19451353;77.59506316;77.09651174;76.79798033;76.72043704;81.52854235;81.45694511;81.00513314;80.33164766;76.12527601;75.43674035;74.72704654;74.17082351;74.02024108;74.27735328;74.68011763;75.05931443;
1994;10;81.52854235;81.3272924;81.05126948;80.97529948;81.05110617;80.90263009;80.37568609;79.63687131;78.87633858;78.19451353;77.59506316;77.09651174;76.79798033;81.45694511;81.00513314;80.33164766;76.12527601;75.43674035;74.72704654;74.17082351;74.02024108;74.27735328;74.68011763;75.05931443;75.39240916;
1994;11;81.45694511;81.52854235;81.3272924;81.05126948;80.97529948;81.05110617;80.90263009;80.37568609;79.63687131;78.87633858;78.19451353;77.59506316;77.09651174;81.00513314;80.33164766;76.12527601;75.43674035;74.72704654;74.17082351;74.02024108;74.27735328;74.68011763;75.05931443;75.39240916;75.77759116;
1994;12;81.00513314;81.45694511;81.52854235;81.3272924;81.05126948;80.97529948;81.05110617;80.90263009;80.37568609;79.63687131;78.87633858;78.19451353;77.59506316;80.33164766;76.12527601;75.43674035;74.72704654;74.17082351;74.02024108;74.27735328;74.68011763;75.05931443;75.39240916;75.77759116;76.32807162;
1995;1;80.33164766;81.00513314;81.45694511;81.52854235;81.3272924;81.05126948;80.97529948;81.05110617;80.90263009;80.37568609;79.63687131;78.87633858;78.19451353;76.12527601;75.43674035;74.72704654;74.17082351;74.02024108;74.27735328;74.68011763;75.05931443;75.39240916;75.77759116;76.32807162;77.01997556;
1995;2;76.12527601;80.33164766;81.00513314;81.45694511;81.52854235;81.3272924;81.05126948;80.97529948;81.05110617;80.90263009;80.37568609;79.63687131;78.87633858;75.43674035;74.72704654;74.17082351;74.02024108;74.27735328;74.68011763;75.05931443;75.39240916;75.77759116;76.32807162;77.01997556;77.63760546;
1995;3;75.43674035;76.12527601;80.33164766;81.00513314;81.45694511;81.52854235;81.3272924;81.05126948;80.97529948;81.05110617;80.90263009;80.37568609;79.63687131;74.72704654;74.17082351;74.02024108;74.27735328;74.68011763;75.05931443;75.39240916;75.77759116;76.32807162;77.01997556;77.63760546;78.1169444;
1995;4;74.72704654;75.43674035;76.12527601;80.33164766;81.00513314;81.45694511;81.52854235;81.3272924;81.05126948;80.97529948;81.05110617;80.90263009;80.37568609;74.17082351;74.02024108;74.27735328;74.68011763;75.05931443;75.39240916;75.77759116;76.32807162;77.01997556;77.63760546;78.1169444;78.51664984;
1995;5;74.17082351;74.72704654;75.43674035;76.12527601;80.33164766;81.00513314;81.45694511;81.52854235;81.3272924;81.05126948;80.97529948;81.05110617;80.90263009;74.02024108;74.27735328;74.68011763;75.05931443;75.39240916;75.77759116;76.32807162;77.01997556;77.63760546;78.1169444;78.51664984;78.9009121;
1995;6;74.02024108;74.17082351;74.72704654;75.43674035;76.12527601;80.33164766;81.00513314;81.45694511;81.52854235;81.3272924;81.05126948;80.97529948;81.05110617;74.27735328;74.68011763;75.05931443;75.39240916;75.77759116;76.32807162;77.01997556;77.63760546;78.1169444;78.51664984;78.9009121;79.278019;
1995;7;74.27735328;74.02024108;74.17082351;74.72704654;75.43674035;76.12527601;80.33164766;81.00513314;81.45694511;81.52854235;81.3272924;81.05126948;80.97529948;74.68011763;75.05931443;75.39240916;75.77759116;76.32807162;77.01997556;77.63760546;78.1169444;78.51664984;78.9009121;79.278019;79.61422025;
1995;8;74.68011763;74.27735328;74.02024108;74.17082351;74.72704654;75.43674035;76.12527601;80.33164766;81.00513314;81.45694511;81.52854235;81.3272924;81.05126948;75.05931443;75.39240916;75.77759116;76.32807162;77.01997556;77.63760546;78.1169444;78.51664984;78.9009121;79.278019;79.61422025;79.94451442;
1995;9;75.05931443;74.68011763;74.27735328;74.02024108;74.17082351;74.72704654;75.43674035;76.12527601;80.33164766;81.00513314;81.45694511;81.52854235;81.3272924;75.39240916;75.77759116;76.32807162;77.01997556;77.63760546;78.1169444;78.51664984;78.9009121;79.278019;79.61422025;79.94451442;80.41683492;
1995;10;75.39240916;75.05931443;74.68011763;74.27735328;74.02024108;74.17082351;74.72704654;75.43674035;76.12527601;80.33164766;81.00513314;81.45694511;81.52854235;75.77759116;76.32807162;77.01997556;77.63760546;78.1169444;78.51664984;78.9009121;79.278019;79.61422025;79.94451442;80.41683492;81.08554078;
1995;11;75.77759116;75.39240916;75.05931443;74.68011763;74.27735328;74.02024108;74.17082351;74.72704654;75.43674035;76.12527601;80.33164766;81.00513314;81.45694511;76.32807162;77.01997556;77.63760546;78.1169444;78.51664984;78.9009121;79.278019;79.61422025;79.94451442;80.41683492;81.08554078;81.85866411;
1995;12;76.32807162;75.77759116;75.39240916;75.05931443;74.68011763;74.27735328;74.02024108;74.17082351;74.72704654;75.43674035;76.12527601;80.33164766;81.00513314;77.01997556;77.63760546;78.1169444;78.51664984;78.9009121;79.278019;79.61422025;79.94451442;80.41683492;81.08554078;81.85866411;82.54016912;
1996;1;77.01997556;76.32807162;75.77759116;75.39240916;75.05931443;74.68011763;74.27735328;74.02024108;74.17082351;74.72704654;75.43674035;76.12527601;80.33164766;77.63760546;78.1169444;78.51664984;78.9009121;79.278019;79.61422025;79.94451442;80.41683492;81.08554078;81.85866411;82.54016912;83.0420002;
1996;2;77.63760546;77.01997556;76.32807162;75.77759116;75.39240916;75.05931443;74.68011763;74.27735328;74.02024108;74.17082351;74.72704654;75.43674035;76.12527601;78.1169444;78.51664984;78.9009121;79.278019;79.61422025;79.94451442;80.41683492;81.08554078;81.85866411;82.54016912;83.0420002;83.43799461;
1996;3;78.1169444;77.63760546;77.01997556;76.32807162;75.77759116;75.39240916;75.05931443;74.68011763;74.27735328;74.02024108;74.17082351;74.72704654;75.43674035;78.51664984;78.9009121;79.278019;79.61422025;79.94451442;80.41683492;81.08554078;81.85866411;82.54016912;83.0420002;83.43799461;83.92652572;
1996;4;78.51664984;78.1169444;77.63760546;77.01997556;76.32807162;75.77759116;75.39240916;75.05931443;74.68011763;74.27735328;74.02024108;74.17082351;74.72704654;78.9009121;79.278019;79.61422025;79.94451442;80.41683492;81.08554078;81.85866411;82.54016912;83.0420002;83.43799461;83.92652572;84.5715922;
1996;5;78.9009121;78.51664984;78.1169444;77.63760546;77.01997556;76.32807162;75.77759116;75.39240916;75.05931443;74.68011763;74.27735328;74.02024108;74.17082351;79.278019;79.61422025;79.94451442;80.41683492;81.08554078;81.85866411;82.54016912;83.0420002;83.43799461;83.92652572;84.5715922;85.25510255;
1996;6;79.278019;78.9009121;78.51664984;78.1169444;77.63760546;77.01997556;76.32807162;75.77759116;75.39240916;75.05931443;74.68011763;74.27735328;74.02024108;79.61422025;79.94451442;80.41683492;81.08554078;81.85866411;82.54016912;83.0420002;83.43799461;83.92652572;84.5715922;85.25510255;85.79614434;
1996;7;79.61422025;79.278019;78.9009121;78.51664984;78.1169444;77.63760546;77.01997556;76.32807162;75.77759116;75.39240916;75.05931443;74.68011763;74.27735328;79.94451442;80.41683492;81.08554078;81.85866411;82.54016912;83.0420002;83.43799461;83.92652572;84.5715922;85.25510255;85.79614434;86.25575068;
1996;8;79.94451442;79.61422025;79.278019;78.9009121;78.51664984;78.1169444;77.63760546;77.01997556;76.32807162;75.77759116;75.39240916;75.05931443;74.68011763;80.41683492;81.08554078;81.85866411;82.54016912;83.0420002;83.43799461;83.92652572;84.5715922;85.25510255;85.79614434;86.25575068;86.76470508;
1996;9;80.41683492;79.94451442;79.61422025;79.278019;78.9009121;78.51664984;78.1169444;77.63760546;77.01997556;76.32807162;75.77759116;75.39240916;75.05931443;81.08554078;81.85866411;82.54016912;83.0420002;83.43799461;83.92652572;84.5715922;85.25510255;85.79614434;86.25575068;86.76470508;87.32403854;
1996;10;81.08554078;80.41683492;79.94451442;79.61422025;79.278019;78.9009121;78.51664984;78.1169444;77.63760546;77.01997556;76.32807162;75.77759116;75.39240916;81.85866411;82.54016912;83.0420002;83.43799461;83.92652572;84.5715922;85.25510255;85.79614434;86.25575068;86.76470508;87.32403854;87.81397857;
1996;11;81.85866411;81.08554078;80.41683492;79.94451442;79.61422025;79.278019;78.9009121;78.51664984;78.1169444;77.63760546;77.01997556;76.32807162;75.77759116;82.54016912;83.0420002;83.43799461;83.92652572;84.5715922;85.25510255;85.79614434;86.25575068;86.76470508;87.32403854;87.81397857;88.17514723;
1996;12;82.54016912;81.85866411;81.08554078;80.41683492;79.94451442;79.61422025;79.278019;78.9009121;78.51664984;78.1169444;77.63760546;77.01997556;76.32807162;83.0420002;83.43799461;83.92652572;84.5715922;85.25510255;85.79614434;86.25575068;86.76470508;87.32403854;87.81397857;88.17514723;88.46134063;
1997;1;83.0420002;82.54016912;81.85866411;81.08554078;80.41683492;79.94451442;79.61422025;79.278019;78.9009121;78.51664984;78.1169444;77.63760546;77.01997556;83.43799461;83.92652572;84.5715922;85.25510255;85.79614434;86.25575068;86.76470508;87.32403854;87.81397857;88.17514723;88.46134063;88.82411808;
1997;2;83.43799461;83.0420002;82.54016912;81.85866411;81.08554078;80.41683492;79.94451442;79.61422025;79.278019;78.9009121;78.51664984;78.1169444;77.63760546;83.92652572;84.5715922;85.25510255;85.79614434;86.25575068;86.76470508;87.32403854;87.81397857;88.17514723;88.46134063;88.82411808;89.29568663;
1997;3;83.92652572;83.43799461;83.0420002;82.54016912;81.85866411;81.08554078;80.41683492;79.94451442;79.61422025;79.278019;78.9009121;78.51664984;78.1169444;84.5715922;85.25510255;85.79614434;86.25575068;86.76470508;87.32403854;87.81397857;88.17514723;88.46134063;88.82411808;89.29568663;89.74031433;
1997;4;84.5715922;83.92652572;83.43799461;83.0420002;82.54016912;81.85866411;81.08554078;80.41683492;79.94451442;79.61422025;79.278019;78.9009121;78.51664984;85.25510255;85.79614434;86.25575068;86.76470508;87.32403854;87.81397857;88.17514723;88.46134063;88.82411808;89.29568663;89.74031433;89.98763088;
1997;5;85.25510255;84.5715922;83.92652572;83.43799461;83.0420002;82.54016912;81.85866411;81.08554078;80.41683492;79.94451442;79.61422025;79.278019;78.9009121;85.79614434;86.25575068;86.76470508;87.32403854;87.81397857;88.17514723;88.46134063;88.82411808;89.29568663;89.74031433;89.98763088;90.09982563;
1997;6;85.79614434;85.25510255;84.5715922;83.92652572;83.43799461;83.0420002;82.54016912;81.85866411;81.08554078;80.41683492;79.94451442;79.61422025;79.278019;86.25575068;86.76470508;87.32403854;87.81397857;88.17514723;88.46134063;88.82411808;89.29568663;89.74031433;89.98763088;90.09982563;90.24930731;
1997;7;86.25575068;85.79614434;85.25510255;84.5715922;83.92652572;83.43799461;83.0420002;82.54016912;81.85866411;81.08554078;80.41683492;79.94451442;79.61422025;86.76470508;87.32403854;87.81397857;88.17514723;88.46134063;88.82411808;89.29568663;89.74031433;89.98763088;90.09982563;90.24930731;90.43345767;
1997;8;86.76470508;86.25575068;85.79614434;85.25510255;84.5715922;83.92652572;83.43799461;83.0420002;82.54016912;81.85866411;81.08554078;80.41683492;79.94451442;87.32403854;87.81397857;88.17514723;88.46134063;88.82411808;89.29568663;89.74031433;89.98763088;90.09982563;90.24930731;90.43345767;90.54844397;
1997;9;87.32403854;86.76470508;86.25575068;85.79614434;85.25510255;84.5715922;83.92652572;83.43799461;83.0420002;82.54016912;81.85866411;81.08554078;80.41683492;87.81397857;88.17514723;88.46134063;88.82411808;89.29568663;89.74031433;89.98763088;90.09982563;90.24930731;90.43345767;90.54844397;90.55350942;
1997;10;87.81397857;87.32403854;86.76470508;86.25575068;85.79614434;85.25510255;84.5715922;83.92652572;83.43799461;83.0420002;82.54016912;81.85866411;81.08554078;88.17514723;88.46134063;88.82411808;89.29568663;89.74031433;89.98763088;90.09982563;90.24930731;90.43345767;90.54844397;90.55350942;90.57466367;
1997;11;88.17514723;87.81397857;87.32403854;86.76470508;86.25575068;85.79614434;85.25510255;84.5715922;83.92652572;83.43799461;83.0420002;82.54016912;81.85866411;88.46134063;88.82411808;89.29568663;89.74031433;89.98763088;90.09982563;90.24930731;90.43345767;90.54844397;90.55350942;90.57466367;90.75164472;
1997;12;88.46134063;88.17514723;87.81397857;87.32403854;86.76470508;86.25575068;85.79614434;85.25510255;84.5715922;83.92652572;83.43799461;83.0420002;82.54016912;88.82411808;89.29568663;89.74031433;89.98763088;90.09982563;90.24930731;90.43345767;90.54844397;90.55350942;90.57466367;90.75164472;91.14389088;
1998;1;88.82411808;88.46134063;88.17514723;87.81397857;87.32403854;86.76470508;86.25575068;85.79614434;85.25510255;84.5715922;83.92652572;83.43799461;83.0420002;89.29568663;89.74031433;89.98763088;90.09982563;90.24930731;90.43345767;90.54844397;90.55350942;90.57466367;90.75164472;91.14389088;91.58439023;
1998;2;89.29568663;88.82411808;88.46134063;88.17514723;87.81397857;87.32403854;86.76470508;86.25575068;85.79614434;85.25510255;84.5715922;83.92652572;83.43799461;89.74031433;89.98763088;90.09982563;90.24930731;90.43345767;90.54844397;90.55350942;90.57466367;90.75164472;91.14389088;91.58439023;91.96593459;
1998;3;89.74031433;89.29568663;88.82411808;88.46134063;88.17514723;87.81397857;87.32403854;86.76470508;86.25575068;85.79614434;85.25510255;84.5715922;83.92652572;89.98763088;90.09982563;90.24930731;90.43345767;90.54844397;90.55350942;90.57466367;90.75164472;91.14389088;91.58439023;91.96593459;92.23931353;
1998;4;89.98763088;89.74031433;89.29568663;88.82411808;88.46134063;88.17514723;87.81397857;87.32403854;86.76470508;86.25575068;85.79614434;85.25510255;84.5715922;90.09982563;90.24930731;90.43345767;90.54844397;90.55350942;90.57466367;90.75164472;91.14389088;91.58439023;91.96593459;92.23931353;92.5152685;
1998;5;90.09982563;89.98763088;89.74031433;89.29568663;88.82411808;88.46134063;88.17514723;87.81397857;87.32403854;86.76470508;86.25575068;85.79614434;85.25510255;90.24930731;90.43345767;90.54844397;90.55350942;90.57466367;90.75164472;91.14389088;91.58439023;91.96593459;92.23931353;92.5152685;92.8327114;
1998;6;90.24930731;90.09982563;89.98763088;89.74031433;89.29568663;88.82411808;88.46134063;88.17514723;87.81397857;87.32403854;86.76470508;86.25575068;85.79614434;90.43345767;90.54844397;90.55350942;90.57466367;90.75164472;91.14389088;91.58439023;91.96593459;92.23931353;92.5152685;92.8327114;93.19608251;
1998;7;90.43345767;90.24930731;90.09982563;89.98763088;89.74031433;89.29568663;88.82411808;88.46134063;88.17514723;87.81397857;87.32403854;86.76470508;86.25575068;90.54844397;90.55350942;90.57466367;90.75164472;91.14389088;91.58439023;91.96593459;92.23931353;92.5152685;92.8327114;93.19608251;93.53094043;
1998;8;90.54844397;90.43345767;90.24930731;90.09982563;89.98763088;89.74031433;89.29568663;88.82411808;88.46134063;88.17514723;87.81397857;87.32403854;86.76470508;90.55350942;90.57466367;90.75164472;91.14389088;91.58439023;91.96593459;92.23931353;92.5152685;92.8327114;93.19608251;93.53094043;93.85462897;
1998;9;90.55350942;90.54844397;90.43345767;90.24930731;90.09982563;89.98763088;89.74031433;89.29568663;88.82411808;88.46134063;88.17514723;87.81397857;87.32403854;90.57466367;90.75164472;91.14389088;91.58439023;91.96593459;92.23931353;92.5152685;92.8327114;93.19608251;93.53094043;93.85462897;94.20630319;
1998;10;90.57466367;90.55350942;90.54844397;90.43345767;90.24930731;90.09982563;89.98763088;89.74031433;89.29568663;88.82411808;88.46134063;88.17514723;87.81397857;90.75164472;91.14389088;91.58439023;91.96593459;92.23931353;92.5152685;92.8327114;93.19608251;93.53094043;93.85462897;94.20630319;94.67945759;
1998;11;90.75164472;90.57466367;90.55350942;90.54844397;90.43345767;90.24930731;90.09982563;89.98763088;89.74031433;89.29568663;88.82411808;88.46134063;88.17514723;91.14389088;91.58439023;91.96593459;92.23931353;92.5152685;92.8327114;93.19608251;93.53094043;93.85462897;94.20630319;94.67945759;95.31028246;
1998;12;91.14389088;90.75164472;90.57466367;90.55350942;90.54844397;90.43345767;90.24930731;90.09982563;89.98763088;89.74031433;89.29568663;88.82411808;88.46134063;91.58439023;91.96593459;92.23931353;92.5152685;92.8327114;93.19608251;93.53094043;93.85462897;94.20630319;94.67945759;95.31028246;96.04011746;
1999;1;91.58439023;91.14389088;90.75164472;90.57466367;90.55350942;90.54844397;90.43345767;90.24930731;90.09982563;89.98763088;89.74031433;89.29568663;88.82411808;91.96593459;92.23931353;92.5152685;92.8327114;93.19608251;93.53094043;93.85462897;94.20630319;94.67945759;95.31028246;96.04011746;96.73212755;
1999;2;91.96593459;91.58439023;91.14389088;90.75164472;90.57466367;90.55350942;90.54844397;90.43345767;90.24930731;90.09982563;89.98763088;89.74031433;89.29568663;92.23931353;92.5152685;92.8327114;93.19608251;93.53094043;93.85462897;94.20630319;94.67945759;95.31028246;96.04011746;96.73212755;97.3642495;
1999;3;92.23931353;91.96593459;91.58439023;91.14389088;90.75164472;90.57466367;90.55350942;90.54844397;90.43345767;90.24930731;90.09982563;89.98763088;89.74031433;92.5152685;92.8327114;93.19608251;93.53094043;93.85462897;94.20630319;94.67945759;95.31028246;96.04011746;96.73212755;97.3642495;97.94464083;
1999;4;92.5152685;92.23931353;91.96593459;91.58439023;91.14389088;90.75164472;90.57466367;90.55350942;90.54844397;90.43345767;90.24930731;90.09982563;89.98763088;92.8327114;93.19608251;93.53094043;93.85462897;94.20630319;94.67945759;95.31028246;96.04011746;96.73212755;97.3642495;97.94464083;98.52635082;
1999;5;92.8327114;92.5152685;92.23931353;91.96593459;91.58439023;91.14389088;90.75164472;90.57466367;90.55350942;90.54844397;90.43345767;90.24930731;90.09982563;93.19608251;93.53094043;93.85462897;94.20630319;94.67945759;95.31028246;96.04011746;96.73212755;97.3642495;97.94464083;98.52635082;99.07540495;
1999;6;93.19608251;92.8327114;92.5152685;92.23931353;91.96593459;91.58439023;91.14389088;90.75164472;90.57466367;90.55350942;90.54844397;90.43345767;90.24930731;93.53094043;93.85462897;94.20630319;94.67945759;95.31028246;96.04011746;96.73212755;97.3642495;97.94464083;98.52635082;99.07540495;99.5662873;
1999;7;93.53094043;93.19608251;92.8327114;92.5152685;92.23931353;91.96593459;91.58439023;91.14389088;90.75164472;90.57466367;90.55350942;90.54844397;90.43345767;93.85462897;94.20630319;94.67945759;95.31028246;96.04011746;96.73212755;97.3642495;97.94464083;98.52635082;99.07540495;99.5662873;99.97866125;
1999;8;93.85462897;93.53094043;93.19608251;92.8327114;92.5152685;92.23931353;91.96593459;91.58439023;91.14389088;90.75164472;90.57466367;90.55350942;90.54844397;94.20630319;94.67945759;95.31028246;96.04011746;96.73212755;97.3642495;97.94464083;98.52635082;99.07540495;99.5662873;99.97866125;100.2742925;
1999;9;94.20630319;93.85462897;93.53094043;93.19608251;92.8327114;92.5152685;92.23931353;91.96593459;91.58439023;91.14389088;90.75164472;90.57466367;90.55350942;94.67945759;95.31028246;96.04011746;96.73212755;97.3642495;97.94464083;98.52635082;99.07540495;99.5662873;99.97866125;100.2742925;100.393553;
1999;10;94.67945759;94.20630319;93.85462897;93.53094043;93.19608251;92.8327114;92.5152685;92.23931353;91.96593459;91.58439023;91.14389088;90.75164472;90.57466367;95.31028246;96.04011746;96.73212755;97.3642495;97.94464083;98.52635082;99.07540495;99.5662873;99.97866125;100.2742925;100.393553;100.2578553;
1999;11;95.31028246;94.67945759;94.20630319;93.85462897;93.53094043;93.19608251;92.8327114;92.5152685;92.23931353;91.96593459;91.58439023;91.14389088;90.75164472;96.04011746;96.73212755;97.3642495;97.94464083;98.52635082;99.07540495;99.5662873;99.97866125;100.2742925;100.393553;100.2578553;99.8643496;
1999;12;96.04011746;95.31028246;94.67945759;94.20630319;93.85462897;93.53094043;93.19608251;92.8327114;92.5152685;92.23931353;91.96593459;91.58439023;91.14389088;96.73212755;97.3642495;97.94464083;98.52635082;99.07540495;99.5662873;99.97866125;100.2742925;100.393553;100.2578553;99.8643496;99.34369423;
2000;1;96.73212755;96.04011746;95.31028246;94.67945759;94.20630319;93.85462897;93.53094043;93.19608251;92.8327114;92.5152685;92.23931353;91.96593459;91.58439023;97.3642495;97.94464083;98.52635082;99.07540495;99.5662873;99.97866125;100.2742925;100.393553;100.2578553;99.8643496;99.34369423;98.8890696;
2000;2;97.3642495;96.73212755;96.04011746;95.31028246;94.67945759;94.20630319;93.85462897;93.53094043;93.19608251;92.8327114;92.5152685;92.23931353;91.96593459;97.94464083;98.52635082;99.07540495;99.5662873;99.97866125;100.2742925;100.393553;100.2578553;99.8643496;99.34369423;98.8890696;98.5663623;
2000;3;97.94464083;97.3642495;96.73212755;96.04011746;95.31028246;94.67945759;94.20630319;93.85462897;93.53094043;93.19608251;92.8327114;92.5152685;92.23931353;98.52635082;99.07540495;99.5662873;99.97866125;100.2742925;100.393553;100.2578553;99.8643496;99.34369423;98.8890696;98.5663623;98.37670238;
2000;4;98.52635082;97.94464083;97.3642495;96.73212755;96.04011746;95.31028246;94.67945759;94.20630319;93.85462897;93.53094043;93.19608251;92.8327114;92.5152685;99.07540495;99.5662873;99.97866125;100.2742925;100.393553;100.2578553;99.8643496;99.34369423;98.8890696;98.5663623;98.37670238;98.30455901;
